"서버 점검 중입니다.`n자세한 내용은 공식카페에서 확인해 주세요."	"Server Maintenance.`nPlease check the official cafe for details."
가능 요청 수	?Number of possible requests?
전투 정비	Battle Repairs
대상 정보	Target Info
상태 정보	Status Info
전투 개시	Begin Battle
승급에 필요한 레벨 조건을 만족하지 못해 승급할 수 없습니다.	Cannot promote. The level requirement for promotion has not been met.
승급에 필요한 호감도 조건을 만족하지 못해 승급할 수 없습니다.	Cannot promote. The affection requirement has not been met.
승급에 필요한 재료가 부족해 승급할 수 없습니다.	Cannot promote. You do not have the required materials.
제 {0}구역 {1}섹터	Area {1} - Zone {0}
점거 실패	?Failed to occupy?
임무 중 획득 아이템	Mission Items Acquired
출현 적	Enemies emerge
확보한 보급품 수	Supplies Secured
최대 도달 구역	Highest Area Reached
장비를 장착중인 전투원은 링크가 불가능 합니다. 해당 캐릭터 설정으로 이동 하시겠습니까?	Cannot link Units that are equipped with gear. Do you want to go to the Unit Settings?
한 번에 강화할 수 있는 장비 수가 가득 찼습니다.	You have reached the limit of selectable enhancement material.
그럼, 주인님 간략하게 설명을 드릴게요.	Commander, I will give you a brief explanation.
"지휘 콘솔을 봐주세요.`n일단은 제가 가장 먼저 공격 준비가 되었어요."	"Please look at the command console.`nAs it stands, I'm the first to be ready to attack."
"지휘 콘솔에 표시된 우리 얼굴은 공격 순서를 의미해요.`n전투 준비 상태는 AP라고 하고 준비된 상태를 10으로 표시해요. 기억해 주세요."	"Our faces on the command console represent the order of attack.`nCombat readiness is measured by AP and we are ready when it reaches 10. Please take note of this."
이번엔 저만 전투 준비가 되었어요. 그래도 선공으로 시작할 수 있겠네요. 	Right now, I'm the only one ready to fight, but I will start with a first lesson.
"그럼 제가 할 수 있는 행동을 지정할 차례에요. `n전투 명령엔 저희의 전투 기술 사용이 가장 기본이에요."	"Then it's my turn to plan an action.`nOur use of combat skills is fundamental to a successful battle strategy."
"그 외에도 이동이나 대기 명령도 가능하지만… 이번엔 가장 적을 빨리 무찌르는 게 가장 중요하니 `n우선 가장 공격력이 강한 전투 기술을 사용하기로 해요."	"You can also move around and wait, but... The most important thing right now is the defeat the enemy quickly. `nFirst, let's use the most aggressive strategy."
"자, 명령할 전투 기술을 선택하셨으면 적을 지정해 주세요. `n일단은 앞에 있는 적이 좋겠네요."	"Now, if you have selected a combat skill to execute, please select an enemy to target. `nI'd like to be in front of you for now."
좋아요. 적이 반파되었네요. 그럼 다음 전투 명령을…	All right, the enemy has been damaged. Then I'll give you the next battle order...
다음은 나야 나! 헤헤! 이번엔 나도 준비 됐다고!	It's me next! Heheh! I'm ready this time!
"사령관! 이번엔 내가 먼저거든?`n앞에 있는 녀석부터 얼른 처치하고 뒤에 있는 녀석과 거리부터 줄이자고!"	"Commander, I'm the first one this time.`nLet's get rid of the one in front of us so we can close in on the back one!"
쓸 기술은 기본적으로 지정되어 있으니 바로 앞에 있는 녀석을 목표로 지정해 줘!	The skill you're going to use is selected, so please target the enemy in the front!
좋아! 공격 준비 완료!	All right! Ready to attack!
주인님, 제 목표도 지정해 주세요.	 Commander, I need you to select my target.
"[c][FFBA29FF]{0}[-][/c]의 연구를 즉시 완료합니다.`n[c][FFBA29FF]수상한 연산회로[-][/c] 1개가 소모됩니다."	"Complete researching [c][FFBA29FF]{0}[-][/c] immediately.`nOne [c][FFBA29FF]Strange Circuit[-][/c] will be used."
"이 스테이지에선 친구 스쿼드를`n사용할 수 없습니다."	"You cannot use your friend's squad on this stage."
사용할 수 있는 친구 스쿼드가 없습니다	No friend squad available
설치할 수 있는 최대 개수를 초과해 소환할 수 없습니다	You cannot summon more than the maximum number that can fit.
요청 받은 친구 목록이 없습니다.	There are no friend requests listed.
"[c][ffcc00]{0}단계[-][/c]`n진행중"	"Stage [c][ffcc00]{0}[-][/c]`nIn Progress"
이야기 {0} <{1}> 시작되었습니다.	Begin stage <{1}> of Story {0}.
이야기 {0} <{1}>의 스테이지로 이동하시겠습니까?	Do you want to go to Stage <{1}> of Story {0}?
"등급 / 레벨이 높은 캐릭터입니다. 정말 전투 모듈을 분해하시겠습니까?`n모듈 분해 시 해당 캐릭터는 사라집니다."	"The Unit has a high rank or level. Are you sure you want to recycle it?`nWhen you recycle a Unit, it will be destroyed."
"분해`n전투원 선택"	"Recycling`nSelect a Unit"
"분해`n장비 선택"	"Recycling`nSelect Gear"
"출격 가능 스쿼드 수가 최대여서 더 이상 `n출격 스쿼드를 등록할 수 없습니다."	"The maximum number of squads has been reached.`nUnable to register further squads"
"[c][f0f0b3]{0}[-][/c]의 수복에 다음과 같이 자원과 시간이 필요합니다.`n수복을 실행하시겠습니까?"	"It will cost the following resources to recover [c][f0f0b3]{0}[-][/c]. Are you sure you want to begin recovery?"
"수복에 필요한 자원이 부족합니다.`n자원을 구입하시겠습니까?"	"There are not enough resources to begin recovery.`nWould you like to purchase some?"
"잠긴 슬롯을 해제하시겠습니까?`n(슬롯 해제를 위해서는 상점에서 슬롯 확장 메뉴를 구입하여야 합니다.)"	"Do you want to open the locked slot?`n(To open the slot you must purchase a slot expansion from the store"
"쾌속 수복 나노 머신이 부족합니다.`n(즉시 수복을 위해서는 해당 아이템을 구입해야 합니다.)"	"There are no more Quick Fix Nanomachines.`n(In order to recover instantly, you must purchase some)"
"즉시 수복을 시행 하시겠습니까?`n(즉시 수복에는 쾌속 수복 나노 머신이 필요합니다.)"	"Do you want to recover instantly?`n(You will need a Quick Fix Nanomachine.)"
"강화 회로 제거기가 부족합니다.`n(강화 회로 제거를 위해서는 강화 회로 제거기를 구입해야 합니다.)"	"There are no more enhancement Circuit Removers.`n(To remove enhancements, a Circuit Remover must be purchased)"
업데이트 예정입니다.	Scheduled for update.
"해당 재료는 강화가 되어있는 아이템 입니다.`n정말 재료로 사용하시겠습니까?"	"This material is enhanced.`nAre you sure you want to use it as enhancement material?"
"{0}의 스킬 {1}의 레벨이 {2}이 되었습니다.`n[url={3}][c][c68115][상세확인][-][/c][/url]"	"The skill {1} in {0} has reached a level of {2}`n[url=3}c68115][details][-][/c][/url]"
"다른 전투원이 장착한 코어 해제를 위해서는 코어 링크 해제기가 필요합니다.`n기존 링크를 해제해 장착하시겠습니까?"	"A Link Breaker is required to release the cores installed in other Units.`nAre you sure you want to remove the existing link?"
"코어 링크를 해제할 링크 해제기가 부족합니다!`n(링크 해제를 위해서는 링크 해제기를 상점에서 구입해야 합니다.)"	"There are no more Link Breakers to be able to release the core link!`n(To release the link, a Link Breaker must be purchased.)"
"[c][FFA820FF]코어 링크를 할 경우, 코어를 해제하기 위해서는 코어 링크 해제기가 필요합니다.`n코어 링크를 하시겠습니까?[-][/c]"	"When you make a core link, you would need a Link Breaker in order to release it.`nAre you sure you want to make a core link?"
{0} 스테이지를 클리어하시면 해금됩니다.	Clear Stage {0} to open.
"캐릭터의 숙소가 꽉 찼습니다.`n숙소를 확장 하시겠습니까?"	"The lobby is full.`nWould you like to expand your available space?"
"전투원제작을 진행하기 위한 자원이 부족합니다.`n자원 구매를 위해 상점으로 이동하시겠습니까?"	"There are not enough resources to complete crafting.`nDo you want to go to the store to purchase some?"
"유전자 씨앗이 부족합니다.`n(바이오로이드 제작을 위해서는 유전자 씨앗을 구입해야 합니다.)"	"There are not enough Gene Seeds.`n(To produce Bioroids, you will have to purchase Gene Seeds.)"
"급속 완성 회로가 부족합니다.`n(급속 완성을 위해 제조권을 구입해야 합니다.)"	"There are not enough Quick-Complete Circuits.`n(Quick-Complete Circuits must be purchased to fast-track crafting)"
급속 완성 회로 부족!	Not enough Quick-Complete Circuits!
"제작을 즉시 완성 하시겠습니까?`n(즉시 완성에는 제조권이 필요합니다.)"	"Do you want to fast-track crafting?`n(You will need a Quick-Complete Circuit to fast-track crafting.)"
"AI 코어가 부족합니다.`n(로롯 제작을 위해서는 AI 코어를 구입해야 합니다.)"	"There are not enough AI Cores.`n(In order to craft a Robot, you must purchase an AI Core.)"
"전투 장비 코어가 부족합니다.`n(장비 제작을 위해서는 전투 장비 코어를 구입해야 합니다.)"	"There are not enough Battle Gear Cores.`n(In order to craft gear, you must purchase a Battle Gear Core.)"
"장비제작을 진행하기 위한 자원이 부족합니다.`n자원 구매를 위해 상점으로 이동하시겠습니까?"	"There are not enough resources to proceed with gear crafting.`nDo you want to go to the store to purchase some?"
"이 강화를 진행하기 위한 자원이 부족합니다.`n자원 구매를 위해 상점으로 이동하시겠습니까?"	"There are not enough resources to proceed with enhancement.`nDo you want to go to the store to purchase some?"
탐색중에는 코어시스템을 이용할 수 없습니다.	You cannot use the Core system while Exploring.
탐색중에는 아이템시스템을 이용할 수 없습니다.	You cannot use the Gear system while Exploring.
해당 pc는 탐색중입니다.	?The corresponding PC is being explored.?
기억을 잃은 내가 깨어났을 때 첫 번째로 들은 소식은 나를 제외한 모든 인간이 멸망했다는 소식이었다.	The first news I heard when I woke up was that all humans except me were destroyed.
전투원의 강화 상한을 확장하기 위해서는 회로를 제공할 재료 전투원이 필요합니다.	In order to enhance the capabilities of a unit, we need material units to provide their Circuits.
전투원을 강화하기 위해서는 회로를 제공할 재료 전투원이 필요합니다.	In order to enhance a unit, we need material units to provide their Circuits.
"강화를 리셋할 경우,`n모든 강화 스탯이 초기화되고 강화 가능 회수를 되돌려 받게 됩니다.`n강화를 리셋 하시겠습니까?"	"If you reset enhancements,`nAll enhancements will be reset and you will be refunded spent enhancement points.`nDo you want to reset enhancements?"
"쾌속 수복을 진행하기 위한 자원이 부족합니다.`n자원 구매를 위해 상점으로 이동하시겠습니까?"	"There are not enough resources to complete a Quick Fix.`nDo you want to go to the store to purchase some?"
"다음 자원을 소모해`n[c][f0f0b3]{0}[-][/c] 전투원을 수복합니다."	"It will cost the following resources`nto recover [c][f0f0b3]{0}[-][/c]"
"메인`n스토리"	"Main`nStory"
"일일`n훈련"	"Daily`nTraining"
"외전`n스토리"	"Sub-`nStory"
캐릭터 상세 [c][FFBA29FF]Character Info	Unit Details [c][FFBA29FF]Character Info
세계	World
편성	Order
상점	Store
기지	Base
"{0}단계`n진행 중..."	"Stage {0}`nIn Progress..."
교환소	Exchange Station
보낸 요청을 취소 하시겠습니까?	Are you sure you want to cancel the request?
"수복에 필요한 자원이 부족합니다`n자원을 구입하시겠습니까?"	"There are not enough resources to begin recovery`nWould you like to purchase some?"
예상 적 전투력 : {0}	Expected Enemy Combat Power : {0}
제 {0}구역 점거 후 진행 가능	You can proceed after occupying Zone {0}
되돌리기	Restore
기록 갱신!	Record updated!
강화할 전투원을 선택해 주세요.	Please select a Unit to enhance.
해당 능력치의 강화 레벨 상한 확장이 필요합니다.	You must raise the limit of the corresponding enhancement level.
항목 상세정보	Item Details
최대 강화상한을 초과해 해당 캐릭터를 재료로 사용할 수 없습니다.	You cannot use the Unit as material beyond the enhancement limit.
기술자 한 명 더 구해주시든지..	Get me another engineer..
전투원에 코어 링크 장착	Install one Core Link to Units
확보 예정 광물 수	Number of minerals to acquire
구역 위험도 : {0}	Area Danger: {0}
구역 위험도 : {0}	Area Danger: {0}
확보 가능 광물 수	Number of available minerals
{0}횟수 남음	{0} times left
현재 폐쇄된 상태라 진입할 수 없습니다.	Unable to enter because it is currently closed.
다음 전장 개방일 : {0}	Next War Opening Day: {0}
영원한 전장	Endless War
철충 거점을 점령해 특수 광물을 확보하십시오. 점령한 구역이 많을수록 철수 시 획득하는 광물이 증가합니다.	Take control of the Iron Parasite bases to secure special minerals. The more zones you control, the more minerals are acquired upon withdrawal.
강화 상한 레벨 확장	Enhancement Upper Limit Expansion
확보 예정 광물 총량	Total minerals secured
더 이상 확장할 수 없습니다.	Expansion limit reached
중복 스쿼드는 등록할 수 없습니다.	Duplicate squads may not be registered.
이미 클리어한 스테이지여서 보상이 지급되지 않습니다.	The stage was already cleared so no reward will be given.
문의	Inquiry
출현 확률	Chance of Appearing
부관으로 설정된 전투원은 영구 링크할 수 없습니다.	A unit set as an aide cannot be permanently linked.
구글 연동됨	Google Linked
이용 약관	Terms of Use
개인정보처리방침	Privacy Policy
자금결제법	Payment Settlement Law
제작 기록	Production Record
일반 전투원 제작 기록	General Unit Production Record
특수 전투원 제작 기록	Special Unit Production Record
장비 제작 기록	Equipment Production Record
제작 투입	Production Input
전체	All
경장 공격기	Light Attacker
경장 보호기	Light Defender
경장 지원기	Light Support
기동 공격기	Flying Attacker
기동 보호기	Flying Defender
기동 지원기	Flying Support
중장 공격기	Heavy Attacker
중장 보호기	Heavy Defender
중장 지원기	Heavy Support
회로	Circuit
OS 시스템	OS System
보조 장비	Auxiliary Equipment
제조 시설 no.{0}	Manufacturing Facility no.{0}
트위터 연결되지 않음	Twitter not connected
트위터 연동됨	Twitter-linked
이미 연동된 계정입니다.	This account has already been linked.
무료	Free
유료	Pay
캐릭터를 빠르게 두 번 터치시 동일한 캐릭터가 일괄 선택됩니다.	When you double-tap a unit, all of the same unit is selected.
장비를 빠르게 두 번 터치시 동일한 장비가 일괄 선택됩니다.	You can batch-select the same equipment when a piece is double-tapped.
속성 저항	Effect Resistance
배경	Background
배경 설정	Background Settings
캐릭터 설정	Character Settings
기본배경프리셋{0}	Default Background Preset {0}
프리셋 이름 변경	Rename Preset
변경할 프리셋 이름을 설정해주세요.	Please set the preset name to change.
최대 10자의 한글, 영문, 숫자를 사용할 수 있습니다.	You can use up to 10 Korean, English and numeric characters.
프리셋 설정	Preset Settings
배경 / 캐릭터	Background / Character
프리셋 이름	Preset Name
프리셋 랜덤	Random Preset
프리셋에 등록 되어 있는 캐릭터입니다.	The character is registered in a preset.
이름변경	Rename
프리셋 편집	Edit Preset
캐릭터를 선택해주세요.	Please select a character.
배경을 선택해주세요.	Please select a background.
이름을 입력해주세요.	Please enter a name.
변경된 프리셋 설정이 없습니다.	No preset settings have been changed.
이미 자원탐사가 진행중입니다.	The exploration is already underway.
프리셋을 설정을 초기화 하시겠습니까?	Do you want to reset the preset?
초기화	Initialization
보유하지 않은 배경입니다.	You do not have the background.
부관 변경시 일시적으로 프리셋 설정이 해제됩니다.	Preset settings are temporarily disabled when changing the aide.
[c][f0f0b3]{0}[-][/c]에게 [c][f0f0b3]{1}[-][/c]아이템을 선물하여 호감도가 [c][f0f0b3]{2}[-][/c] 상승했습니다.	You have given [c][f0f0b3]{1}[-][/c] to [c][f0f0b3]{0}[-][/c] as a gift, increasing their affection by [c][f0f0b3]{2}[-][/c].
현재 전투원 레벨 [c][f0f0b3]: {0}[-][/c]	Current fighter level[c][f0f0b3]: {0}[-][/c]
선물수량	Gift Quantity
상거래법	Commercial Transaction Law
일반 모듈	General Module
중급 모듈	Intermediate Module
고급 모듈	Advanced Module
최대 선물수량을 초과하였습니다.	Maximum number of gifts has exceeded.
더 이상 선물을 할 수 없습니다.	You cannot give any more gifts.
최대 레벨 도달	Maximum level reached
기본 적용	Apply Default
프리셋 적용	Apply Preset
캐릭터 랜덤	Random character
캐릭터 및 배경 랜덤	Random background and character
스킨 및 배경 랜덤	Random skin and background
"로비에서 출력되는 부관 및 배경 이미지를 미리 설정한 프리셋에서 출력합니다.`n실제 부관이 변경되는 것은 아니며 출력되는 이미지만 변경됩니다."	"Displays character and backgrounds in the lobby from your presets.`nThe actual aide does not change, only the displayed image."
"로비에서 출력되는 부관 및 배경 이미지를 보유하고 있는 모든 캐릭터 및 배경 중에서 랜덤으로 출력합니다.`n실제 부관이 변경되는 것은 아니며 출력되는 이미지만 변경됩니다."	"Display a random skin and background from all owned characters with skin and background combinations in the lobby.`nThe actual aide does not change, only the displayed image."
"로비에서 출력되는 부관 및 배경 이미지를 보유하고 있는 모든 스킨 및 배경 중에서 랜덤으로 출력합니다.`n실제 부관이 변경되는 것은 아니며 출력되는 이미지만 변경됩니다."	"Display a random character and background from all owned characters with character and background combinations in the lobby.`nThe actual aide does not change, only the displayed image."
일괄해제	Batch Release
스킬레벨 정보	Skill Level Information
LV.{0}	Lv.{0}
[c][f0f0b3]닉네임 확인[-][/c]	Confirm Name
다음 호칭으로 사용하시겠습니까?\n\n[c][f0f0b3]{0}[-][/c]	Do you want to use this name?\n\n[c][f0f0b3]{0}[-][/c]
다음 호칭으로 변경하시겠습니까?\n\n[c][f0f0b3]{0}[-][/c]	Do you want to change the next name?\n\n[c][f0f0b3]{0}[-][/c]
기록실	Record Room
출현확률	Chance to appear
연구 효과	Research Effect
연구대기	Awaiting Research
연구시간	Time to Research
를 실행 하시겠습니까?	Do you want to run it?
대상을 선택하세요.	Please select a target.
재고	Stock
전투 승리	Battle Victory
중파 스킨 설정은 프리셋 및 캐릭터 상세보기 메뉴에 일괄 적용됩니다.	Damaged skin status is immediately visible in presets and character detail menus.
잠금을 해제 하려면 화면을 스크롤 하세요.	Scroll the screen to unlock.
버튼을 누르면 미니게임을 시작합니다.	Press the button to start the minigame.
화면보호기 설정	Screen Saver Settings
{0}분	{0} minutes
다음 퍼즐	Next Puzzle
슬라이드 퍼즐을 풀어보세요!	Solve the slide puzzle!
[c][f0f0b3]{0}%[-][/c]	[c][f0f0b3]{0}%[-][/c]
근방에서 아군 신호 탐색중...	Searching for friendly signals in the area...
일괄 수령중 입니다. 잠시만 기다려주세요.	Starting bulk receipt. Please wait.
[c][ffb900ff]제작 중인 장비[-][/c]가 있습니다.\n [c][ffb900ff]급속 완성 회로[-][/c]를 소모하여 즉시 완성 하시겠습니까?\n\n즉시 완성된 장비는 [c][ffb900ff]일괄적으로 수령[-][/c]됩니다.\n\n[sub][c][CDCDCDFF]SS급 장비를 제외한 등장 연출은 생략됩니다.[-][/c]	[c][ffb900ff]There is equipment in production[-][/c].\nDo you want to consume a [c][ffb900ff]Quick-Complete Circuit[-][/c] and complete it immediately?\n\nQuick-Completed equipment is received [c][ffb900ff]as a batch[-][/c].\n\n[sub][c][CDCDCDFF]Only SS-Class equipment will be shown.[-][/c]
수령	Receipt
일괄 수령 완료	Bulk receipt complete
일괄 제작 중입니다. 잠시만 기다려주세요.	Working on batch production. Please wait.
제조 중인 장비가 없습니다.	No equipment is being produced.
수령 가능 장비가 없습니다.	No equipment available.
일괄제작	Batch Production
[c][ffb900ff]비어있는 슬롯[-][/c]에 원하는 수량 만큼의 제작을 진행 합니다.\n\n현재 비어있는 슬롯 개수는 [c][ffb900ff]{0}칸[-][/c] 입니다.	Produce the desired quantity [c][ffb900ff]in empty slots[-][/c].\n\nThere are currently [c][ffb900ff]{0}[-][/c] slots available.
[c][ffb900ff]비어있는 슬롯[-][/c]에 원하는 수량 만큼의 제작을 진행 합니다.\n\n현재 비어있는 슬롯 개수는 [c][ffb900ff]{0}칸[-][/c] 입니다.\n\n[sub][c][CDCDCDFF]제작 수량 당 자원 소모치는 현재 배분한 자원과 동일합니다.[-][/c]	Produce the desired quantity [c][ffb900ff]in empty slots[-][/c].\n\nThere are currently [c][ffb900ff]{0}[-][/c] slots available.\n\n[sub][c][CDCDCDFF]The resource consumption per build quantity is the same as the resources currently allocated.[-][/c]
제작수량	Production Quantity
제작에 필요한 재료가 부족합니다.	Insufficient materials to build.
제작에 필요한 자원이 부족합니다.	Insufficient resources to build.
제작에 필요한 슬롯이 부족합니다.	Insufficient slots to build.
최대 제작 수량입니다.	Maximum production quantity.
계정연동에 실패했습니다.	Account linking failed.
코어링크 - 총 적합률 [c][22F5FFFF]{0}%[-][/c]	Core Link - Total Fit [c][22F5FFFF]{0}%[-][/c]
스킬 범위	Skill Range
[c][ffb900ff]제작 중인 캐릭터[-][/c]가 있습니다.\n [c][ffb900ff]급속 완성 회로[-][/c]를 소모하여 즉시 완성 하시겠습니까?\n\n즉시 완성된 캐릭터는 [c][ffb900ff]일괄적으로 수령[-][/c]됩니다.\n\n[sub][c][CDCDCDFF]우측 상단 버튼을 사용하여 등장 연출을 모두 스킵할 수 있습니다.[-][/c]	[c][ffb900ff]There are characters in production[-][/c].\nDo you want to consume a [c][ffb900ff]Quick-Complete Circuit[-][/c] and complete it immediately?\n\nQuick-Completed characters are received [c][ffb900ff]as a batch[-][/c].\n\n[sub][c][CDCDCDFF]You can use the top-right button to skip character display.[-][/c]
제조 중인 캐릭터가 없습니다.	No characters are in production.
수령 가능 캐릭터가 없습니다.	No characters can be collected.
스킬 상세 정보 -	Skill Details -
지원 받을수 있는 외부 부대가 없습니다	There are no external units available for backup
의 스쿼드 배치	Squad Placement
구매 확인	Confirm Purchase
구매 완료	Purchase Completed
삼안 산업 물자 영업소에\n오신 걸 환영합니다!\n\n무엇을 도와드릴까요?	Welcome to the Saman Industrial Material Supplies Office!\n\nWhat can I do for you?
승리 조건	Victory Conditions
패배 조건	Defeat Conditions
미션	Mission
최대 강화 장비 숨기기	Hide Max Enhancement Equipment
기타	Other
고정 범위	Fixed Range
상대 좌표	Relative to Target
30초	30 Seconds
5분	5 Minutes
15분	15 Minutes
OFF	OFF
화면 보호기	Screen Saver
전투 중, 조작이 없을 경우 화면 보호기를\n자동으로 실행하는 시간을 조정 합니다.	Adjusts the time to automatically launch\nthe screen saver when idling during combat.
품절	Sold Out
적용중인 상품입니다.	The item effect is applied.
ON	ON
[c][97a9a3]{0} 반격 실패(스킬사용불가)[-][/c]	[c][97a9a3]{0} Counterattack Failed (Skill Unavailable)[-][/c]
[c][97a9a3]{0} 반격 실패(행동불가)[-][/c]	[c][97a9a3]{0} Counterattack Failed (Cannot Act)[-][/c]
[c][97a9a3]{0} 반격 실패(사거리)[-][/c]	[c][97a9a3]{0} Counterattack Failed (Range)[-][/c]
[c][97a9a3]{0} 지원공격 실패(스킬사용불가)[-][/c]	[c][97a9a3]{0} Support Attack Failed (Skill Unavailable)[-][/c]
[c][97a9a3]{0} 지원공격 실패(행동불가)[-][/c]	[c][97a9a3]{0} Support Attack Failed (Cannot Act)[-][/c]
[c][97a9a3]{0} 지원공격 실패(사거리)[-][/c]	[c][97a9a3]{0} Support Attack Failed (Range)[-][/c]
{0} {1} 방어막 흡수	{0} {1} Shield Absorption
구매가능 최대 금액을 초과하여 더 이상 구매가 불가능 합니다.	You cannot purchase more than the maximum amount available.
반복 전투 [c][00C0FFFF]{0}[-][c]회 완료!	Completed Repeat Battle [c][00C0FFFF]{0}[-][c] times!
삼안 산업 재활용 교환소	Saman Industrial Recycling Exchange
개봉 결과	Disassembly result
제재된 유저입니다.\n사유 : {0}\n기간 : {1} ~ {2}	Sanctioned User.\nReason: {0}\nDate range: {1} to {2}
회원탈퇴가 신청된 아이디입니다. 복구작업을 진행하시겠습니까?	This ID has been applied for membership withdrawal. Do you want to proceed with the recovery operation?
복구작업이 완료되었습니다. 타이틀화면으로 돌아갑니다.	Recovery operation completed successfully. Returning to the title screen.
모든 임무	All Missions
전투	Battle
강화/승급	Enhance / Promote
제조	Produce
계정으로 로그인	Log in with your account
캐릭터 보유 수량 초과	Unit capacity exceeded
자원 구매 안내	Resource Purchase Guide
트위터 계정 연동 되었습니다.	Your Twitter account has been linked.
로그인 정보가 만료되어 게임을 종료합니다	Exiting game due to login information expiring
B급 일괄 선택	B-Class batch selection
B급 일괄 해제	B-Class batch disassembly
프리셋 설정된 전투원은 영구 링크가 불가능 합니다.	Units in a preset cannot be permanently linked.
[c][2ac940]{0}의 재공격[-][/c]	[c][2ac940]Re-Attack of {0}[-][/c]
{0} 피해 최소화	Minimize Damage {0}
{0} 피해 무효	Nullify Damage {0}
+ 를 탭해 대원을 충원 할 수 있습니다.	+ Tap to recruit units.
(완료)	(Complete)
오늘은 더 이상 출력하지 않음 	No more output today 
[FFCC00FF]▼[-] [보기]	[FFCC00FF]▼[-] [View]
[FFCC00FF]▲[-] [닫기]	[FFCC00FF]▼[-] [Close]
콘스탄챠의	Constantia
공지사항	Notice
전투 불능 전투원이 있어 전투 종료	Ending battle due to an inoperable unit
전투 진입 불가	Unable to enter battle
수용 초과로 인해 전투 종료	Ending battle due to exceeding capacity
자원 부족으로 인해 전투 종료	Ending battle due to a lack of resources
자원 탐색 현황을 상단에서 확인하실 수 있습니다.	You can check the status of explorations at the top.
대기시간	Waiting Time
강화	Enhance
품절된 상품 숨기기	Hide out-of-stock items
#4 퍼즐 메세지 	Puzzle Message #4 
#5 퍼즐 메세지 	Puzzle Message #5 
#6 퍼즐 메세지 	Puzzle Message #6 
오프닝 영상 재생	Replay Opening Video
서약	Pledge
대사	Dialogue
-획득 모듈-	-Acquired Modules-
-획득 자원-	-Acquired Resources-
추가 획득 보상	Additional Acquisitions
서약된 전투원은 영구 링크가 불가능 합니다.	Pledged units cannot be permanently linked.
최대 호감도	Maximum Affection